"id","cueillette_id","proprio_id"
509104,538030,522003
509105,538030,360128
509107,538030,379076
509111,538030,348008
509116,538030,141009
509130,538030,364393
509137,538030,366006
509150,538030,360065
511003,496002,357001
511005,496002,496014
511021,496002,501002
512002,496002,366257
512012,496002,365306
512038,496002,184028
512052,495061,358058
512065,495061,341008
512070,495061,462031
512082,538030,358156
512084,538030,349001
512092,538030,384001
512095,538030,379176
512117,538030,364288
512119,538030,362062
513001,496002,347004
517003,496002,350012
517018,496002,463027
517020,496002,156011
517023,496002,354001
517061,538030,216055
517062,538030,360036
517066,538030,355004
517078,538030,362125
517096,538030,365082
518008,496002,365174
518027,496002,
518035,495061,141002
518041,495061,138003
518068,495061,364002
518076,538030,364027
518087,538030,158005
518106,538030,346009
520004,496002,522003
522002,496002,141009
525004,496002,365437
526002,496002,358043
526016,495061,360065
526023,495061,366050
526026,495061,141008
526036,495061,362125
526060,538030,367005
526064,538030,366330
526069,538030,351001
526072,538030,364292
526077,538030,351004
527011,495061,367005
527016,495061,157003
527030,495061,381034
527038,495061,463027
527074,538030,362215
527090,538030,497059
527092,538030,366092
529011,495061,164003
529013,495061,349001
529014,495061,347004
529023,495061,166001
529047,538030,358043
529048,538030,166001
529080,538030,355166
530007,495061,355004
530021,495061,358178
530023,495061,297011
530034,538030,141002
530048,538030,357001
530050,538030,364168
531007,495061,365056
531015,495061,360128
531021,495061,366257
531027,495061,379076
531046,538030,162020
531047,538030,365056
531052,538030,164003
531053,538030,348009
531058,538030,462031
531063,538030,184028
531072,538030,360102
531073,538030,501002
531074,538030,212002
531085,538030,348011
531089,538030,364179
538006,495061,364168
538015,495061,365174
538020,495061,367022
538064,538030,455040
538073,538030,358178
538075,538030,347001
538078,538030,502006
539007,495061,164014
540001,495061,496014
541003,495061,407033
541007,495061,360133
542001,495061,358055
544005,495061,184035
544006,495061,547006
544012,495061,360085
545009,495061,442003
546008,495061,212002
547017,495061,406035
548007,495061,184028
549014,495061,365082
550001,495061,357001
550002,495061,348009
552012,495061,158005
552014,495061,358183
553001,495061,362018
553003,495061,367057
553007,495061,350029
554008,495061,341018
555001,495061,494001
555002,495061,475001
555005,495061,346003
555006,495061,501002
555032,538030,347002
555036,538030,347019
555049,538030,461039
555052,538030,347004
556011,495061,407034
556013,495061,350007
556027,538030,297060
556040,538030,157003
556046,538030,362111
556052,538030,360085
556053,538030,365174
556054,538030,347020
556058,538030,185002
556061,538030,410019
569028,582013,366005
569057,582013,184028
569062,582013,366257
569070,582013,362111
569076,582013,355091
569078,582013,351008
569112,583114,581001
569116,583114,347020
569119,583114,496014
569132,583114,460047
569136,583114,362111
569155,583114,501002
569200,574175,578007
569202,574175,350007
569214,574175,352022
569230,574175,570004
569262,578307,577004
570048,582013,362018
570053,582013,355094
570054,582013,350029
570063,582013,457046
570080,582013,365174
570115,583114,212002
570127,583114,341018
570128,583114,360153
570144,583114,578005
570147,583114,366073
570171,583114,354001
570180,583114,358058
570198,574175,460047
570201,574175,569005
570206,574175,366050
570207,574175,365011
570226,574175,362111
570235,574175,346008
570251,578307,141002
570276,578307,360128
570286,578307,358138
571009,582013,360065
571019,582013,141008
571028,582013,569011
571031,582013,578002
571042,582013,346012
571063,582013,576003
571073,582013,360168
571074,582013,578007
571084,582013,358005
571116,583114,455040
571121,583114,184035
571128,583114,360133
571144,583114,348003
571164,583114,347001
571181,574175,164003
571186,574175,347002
571195,574175,358213
571198,574175,574007
571204,574175,497059
571210,574175,570030
571222,574175,347001
571225,574175,365002
571229,574175,349001
571246,578307,358055
571260,578307,460047
571269,578307,360129
571270,578307,360065
571272,578307,578005
572035,582013,407033
572037,582013,362125
572044,582013,357001
572045,582013,350007
572058,582013,358162
572066,582013,570004
572081,582013,141002
572108,583114,574006
572150,583114,365444
572176,574175,348009
572182,574175,184028
572196,574175,341018
572199,574175,570009
572204,574175,366168
572215,574175,347004
572217,574175,346012
572223,574175,360036
572240,574175,156011
572247,578307,138003
572252,578307,366092
572274,578307,362018
573023,582013,367005
573056,582013,362085
573062,582013,571052
573117,583114,508018
573124,583114,360065
573130,583114,459020
573142,583114,364147
573151,583114,576003
573169,583114,355091
573170,583114,462031
573183,574175,216055
573185,574175,297060
573189,574175,360008
573203,574175,138003
573216,574175,366257
573230,574175,569226
573240,578307,569007
573242,578307,348009
573245,578307,569005
573251,578307,455040
573261,578307,581001
573270,578307,360133
574018,582013,358173
574022,582013,192008
574034,582013,570007
574055,582013,574002
574056,582013,362001
574058,582013,358043
574096,583114,365082
574099,583114,355004
574103,583114,581004
574110,583114,407034
574116,583114,578002
574117,583114,365056
574126,583114,442003
574143,583114,571052
574151,583114,366079
574163,583114,365174
574171,583114,407033
574189,574175,351001
574194,574175,362018
574203,574175,355094
574211,574175,496036
574220,574175,360153
574225,574175,351008
574254,578307,367005
574260,578307,578002
574270,578307,347004
574271,578307,157003
574276,578307,184028
575024,582013,358183
575038,582013,366330
575046,582013,462031
575054,582013,346003
575071,582013,577079
575103,583114,357001
575108,583114,166001
575110,583114,400003
575119,583114,360129
575123,583114,575006
575172,574175,162020
575181,574175,581001
575194,574175,358162
575195,574175,360133
575200,574175,570007
575203,574175,579076
575209,574175,365104
575213,574175,365437
575230,578307,581004
575244,578307,357001
576079,582013,341018
576113,583114,141002
576123,583114,366092
576129,583114,367005
576146,583114,348011
576156,583114,378163
576166,583114,358162
576176,583114,555013
576179,574175,141002
576182,574175,141009
576213,574175,577004
576219,574175,358058
576222,574175,575004
576224,574175,346009
576237,574175,365444
576265,578307,350012
576270,578307,496014
576281,578307,360102
577019,582013,502006
577021,582013,166021
577025,582013,162020
577053,582013,158005
577059,582013,365437
577073,582013,358013
577083,582013,360153
577118,583114,164003
577132,583114,574004
577137,583114,381026
577148,583114,362125
577171,583114,366257
577188,574175,212002
577190,574175,355112
577193,574175,581004
577198,574175,157003
577206,574175,496014
577207,574175,360128
577217,574175,364168
577225,574175,364087
577232,574175,365306
577242,574175,358178
577252,578307,162020
577267,578307,347020
578023,582013,216055
578029,582013,297060
578032,582013,164003
578044,582013,570030
578077,582013,187008
578117,582013,494001
578176,583114,364121
578180,583114,347002
578206,583114,184028
578213,583114,360168
578240,574175,364027
578261,574175,366088
578288,574175,366079
578299,574175,362215
578312,578307,355004
578315,578307,347002
579015,582013,380005
579020,582013,212002
579021,582013,355004
579025,582013,364147
579026,582013,348009
579051,582013,576051
579052,582013,346009
579055,582013,367126
579070,582013,576006
579073,582013,581004
579078,582013,367115
579128,583114,358091
579137,583114,347004
579147,583114,358043
579158,583114,358156
579159,583114,579001
579161,583114,161021
579163,583114,358173
579173,583114,158005
579174,583114,406021
579177,583114,365374
579181,583114,572012
579204,574175,158005
579214,574175,192008
579239,574175,581002
579242,574175,576006
579250,574175,360171
579252,578307,574006
579268,578307,348011
579273,578307,470002
579277,578307,158005
579281,578307,570009
579284,578307,364393
579290,578307,360036
580029,582013,460047
580045,582013,182034
580051,582013,166001
580057,582013,355124
580089,583114,162020
580092,583114,297060
580100,583114,362018
580130,583114,355094
580132,583114,360128
580166,583114,577177
580181,574175,380005
580182,574175,357001
580188,574175,355004
580189,574175,360065
580198,574175,166001
580217,574175,184035
580219,574175,572012
580234,578307,364027
580235,578307,216055
580240,578307,297060
580257,578307,341018
580258,578307,
580263,578307,365056
581031,582013,347019
581055,582013,157003
581066,582013,355112
581073,582013,496014
581074,582013,579076
581103,583114,141009
581109,583114,364027
581118,583114,366005
581145,583114,355024
581151,583114,360008
581158,583114,346009
581171,574175,367005
581191,574175,362125
581211,574175,458024
581217,574175,365082
581219,574175,297011
581253,578307,164003
581257,578307,576006
582019,582013,360008
582027,582013,366092
582033,582013,358091
582035,582013,184035
582050,582013,352022
582060,582013,458024
582089,582013,577004
582115,583114,581002
582119,583114,348009
582135,583114,578119
582137,583114,570001
582139,583114,364168
582150,583114,350012
582166,583114,364179
582179,583114,216055
582205,574175,365056
582214,574175,578002
582240,574175,574224
582247,574175,358173
582252,574175,358043
582290,578307,381026
583031,582013,574006
583035,582013,578005
583038,582013,348003
583049,582013,573007
583050,582013,360128
583053,582013,571002
583060,582013,579001
583063,582013,358178
583069,582013,360133
583075,582013,581002
583077,582013,572012
583102,582013,378200
583135,583114,157003
583156,583114,576006
583171,583114,475001
583180,583114,
583188,583114,355166
583199,583114,277001
583207,574175,364149
583211,574175,574006
583213,574175,360085
583214,574175,462031
583227,574175,457046
583238,574175,366092
583246,574175,364393
583250,574175,378163
583283,578307,212002
583311,578307,379076
583313,578307,358156
585001,582013,569005
586003,582013,575009
595001,582013,347004
597002,583114,358178
597015,578307,457046
597025,578307,615011
597028,578307,575009
597046,578307,494001
598009,578307,358091
599009,583114,570009
599011,578307,364121
599027,578307,578007
600007,583114,577004
601013,578307,341016
601016,578307,366330
601029,578307,378200
602004,583114,366032
602006,583114,463027
602031,578307,366283
602032,578307,362111
602034,578307,358178
602039,578307,354001
603009,578307,573236
603013,578307,166021
603025,578307,346009
603030,578307,614033
604012,578307,360008
605003,583114,156011
606013,578307,184035
606025,578307,502006
606026,578307,355094
606029,578307,156011
607001,583114,366330
610011,578307,364149
610032,578307,364168
611014,578307,365306
611026,578307,358058
614005,578307,601008
614006,578307,366006
614007,578307,366257
614012,578307,458024
614015,578307,570007
614045,578307,569226
615017,578307,364288
615022,578307,547006
616001,578307,348008
616004,578307,582259
616014,578307,360153
616018,578307,381034
616020,578307,366079
617006,578307,351001
617010,578307,583289
621009,624005,364027
621018,624005,347004
621019,624005,362018
621034,624005,569226
621045,624005,341018
621067,624005,459020
621068,624005,365174
621083,640034,366005
621086,640034,216055
621098,640034,360065
621104,640034,569007
621124,640034,161021
621133,640034,184028
621144,640034,366283
621158,628135,365056
621170,628135,366092
621181,628135,366034
621185,628135,362108
621192,628135,156011
621204,628135,360008
621217,628135,365174
621218,628135,157003
622010,624005,630007
622027,624005,570001
622041,624005,360128
622049,624005,156014
622051,624005,166001
622058,624005,494001
622059,624005,
622063,624005,358058
622074,640034,297060
622078,640034,212002
623013,624005,362215
623023,624005,574004
623028,624005,379076
624007,624005,462031
624013,624005,347002
624021,624005,161021
624037,624005,184035
624056,624005,360008
624058,624005,355091
624060,624005,581002
624061,624005,358173
624076,640034,355004
624083,640034,574006
624088,640034,347019
624106,640034,470002
624134,640034,624064
625012,624005,572012
625014,624005,578007
625026,624005,362108
625027,624005,360129
625030,624005,355120
625034,624005,341008
625040,624005,577004
625050,624005,581005
625060,624005,577079
625064,624005,358178
625085,640034,347002
625097,640034,578003
625104,640034,379076
625126,640034,358178
625145,628135,582259
625167,628135,381026
625176,628135,360171
625177,628135,624064
625194,628135,582294
626008,624005,569007
626012,624005,216055
626019,624005,164003
626023,624005,358156
626108,640034,346012
626126,640034,355120
626142,640034,364288
626147,628135,364027
626169,628135,348009
626195,628135,600044
626196,628135,166001
626204,628135,626104
626208,628135,350007
626209,628135,366073
627017,624005,141009
627048,624005,457046
627049,624005,351004
627052,624005,508018
627070,624005,219046
627082,640034,157003
628006,624005,347019
628012,624005,348011
628049,624005,362001
628059,624005,366283
628081,640034,362018
628095,640034,141009
628108,640034,358162
628148,628135,462031
628167,628135,362111
628171,628135,364179
628174,628135,349001
628177,628135,360128
628180,628135,577004
628194,628135,494001
628197,628135,161021
628201,628135,355166
628212,628135,640085
629014,624005,362042
629015,624005,348012
629028,624005,360113
629039,624005,455040
629046,624005,366005
629050,624005,355112
629051,624005,576006
629068,624005,624064
629070,624005,463027
629084,640034,351004
629095,640034,460047
629096,640034,358043
629104,640034,357001
629105,640034,364168
629124,640034,362102
629131,640034,346009
629147,628135,347004
629157,628135,357001
629186,628135,341013
629187,628135,360129
629208,628135,184035
630008,624005,348009
630012,624005,212002
630030,624005,141008
630035,624005,351008
630040,624005,367005
630045,624005,360133
630054,624005,581001
630067,624005,579001
630075,624005,352022
630080,624005,364168
630111,640034,574004
630127,640034,581002
630138,640034,570009
630148,640034,366257
630163,628135,212002
630183,628135,569226
630188,628135,358178
630206,628135,355112
630217,628135,156014
630222,628135,366283
631026,624005,570009
631047,624005,349001
632012,624005,355004
632017,624005,158005
632024,624005,505134
632036,624005,444015
632037,624005,578002
632040,624005,350007
632063,624005,367199
632075,640034,141002
632099,640034,341018
632101,640034,358058
632103,640034,158005
632110,640034,575009
632121,640034,
632122,640034,640085
632137,640034,166001
632143,640034,494001
632160,628135,364149
632164,628135,162020
632176,628135,460047
632182,628135,457046
632184,628135,341018
632195,628135,366088
632201,628135,360133
632214,628135,352022
632217,628135,184028
632223,628135,601008
633020,624005,579272
633023,624005,574006
633024,624005,365056
633030,624005,362125
633078,640034,360129
633083,640034,365056
633087,640034,164003
633093,640034,367005
634008,624005,358044
634011,624005,162020
634017,624005,157003
634038,624005,355149
634040,624005,346009
634049,624005,297060
634053,624005,362111
634061,624005,184028
634070,624005,570004
634085,640034,341013
634122,640034,382050
634131,640034,360113
634132,640034,578007
634137,640034,578002
634162,628135,365082
634170,628135,457046
634173,628135,358013
634185,628135,455040
635001,624005,141002
635003,624005,216055
635005,624005,576002
639042,640034,348009
639060,640034,579076
639074,640034,574224
639118,628135,366005
639148,628135,358058
639154,628135,360111
639155,628135,141008
639174,628135,360102
639184,628135,572012
639193,628135,
640012,624005,364002
640042,640034,384001
640055,640034,162020
640061,640034,362125
640076,640034,360128
640079,640034,360036
640082,640034,362108
640083,640034,362111
640113,628135,362018
640114,628135,297060
640119,628135,216055
640148,628135,574224
640173,628135,366257
643010,640034,364027
643013,640034,347004
643016,640034,350006
643032,640034,366034
643051,640034,366330
643061,640034,462031
643079,628135,141002
643085,628135,355004
643128,628135,379076
643130,628135,364168
643149,628135,463027
645010,640034,355112
645011,640034,406021
645012,640034,350012
645024,640034,350029
645025,640034,364393
645033,640034,572012
645034,640034,366079
645038,640034,156011
646007,640034,577004
646022,640034,501002
646024,640034,365174
646032,640034,184035
646053,628135,574006
646092,628135,573236
646119,628135,634191
646120,628135,346012
647002,640034,358138
647042,628135,407033
647052,628135,570009
647055,628135,351008
647066,628135,406035
647073,628135,570030
647079,628135,581001
647098,628135,297011
648006,628135,475001
648013,628135,158005
648027,628135,573007
648053,628135,570007
649003,628135,164003
649005,628135,347002
649011,628135,367005
649016,628135,574004
649043,628135,458024
649047,628135,364147
649049,628135,459020
662009,676004,216055
662023,676004,366092
663017,676004,348009
665016,676004,366005
665019,676004,364027
667018,676004,364393
669010,676004,355004
669020,676004,297060
670058,676004,
670065,676004,366004
670068,676004,366073
670074,676004,684053
670084,676004,575004
670087,676004,362002
670092,676004,463027
670103,676004,577177
671017,676004,141002
672013,676004,212002
672014,676004,362018
672019,676004,346010
672025,676004,158005
672038,713008,141002
672044,713008,141009
672049,713008,367005
672066,713008,578002
672097,713008,346009
672112,713008,362125
672134,713008,502006
672170,730007,184035
672178,730007,156014
672200,730007,362082
672208,730007,717005
672216,707170,694079
672221,707170,355004
672225,707170,360129
672231,707170,192008
672237,707170,460047
672245,707170,358138
672251,707170,350007
672265,707170,358173
672271,707170,461039
672294,730153,355004
672319,730153,357001
672327,730153,346012
672350,730153,360133
672356,730153,569006
672366,715295,216055
672368,715295,184035
672385,715295,162020
672400,715295,351008
672409,715295,360065
672444,715295,360129
673027,676004,164003
674018,676004,341018
674020,676004,347002
682012,676004,360085
683001,676004,462031
683005,676004,184035
683053,676004,574224
683056,676004,360008
683060,676004,364168
683062,676004,156011
684022,676004,496014
684026,676004,360129
684029,676004,166001
684031,676004,381034
684038,676004,347016
684041,676004,670055
684048,676004,164014
684054,676004,366079
684067,676004,418027
685002,676004,579076
685052,676004,502006
685067,676004,141009
686017,676004,346012
687017,676004,360128
687025,676004,577004
687032,676004,349004
687046,676004,346009
687049,676004,362001
687054,676004,358162
687065,676004,192005
688010,676004,360068
688018,676004,362108
688020,676004,358058
688029,676004,573236
688031,676004,364002
688036,676004,358091
688038,676004,576006
688054,676004,360102
688064,676004,358178
689003,676004,570009
689006,676004,366032
689007,676004,162020
689010,676004,578002
689016,676004,351004
689025,676004,578007
689033,676004,572012
689043,676004,355112
689053,676004,157003
689062,676004,685070
690024,676004,
690056,676004,184028
690062,676004,574004
691009,676004,367005
691022,676004,569005
691050,676004,407033
692005,676004,357001
692017,676004,358043
692025,676004,367096
692049,676004,580004
693009,676004,365056
693019,676004,366088
693032,676004,341008
693068,676004,297011
693072,676004,694079
694017,676004,694016
694035,676004,364087
694053,676004,360065
694066,676004,358005
694073,676004,470002
694076,676004,366257
694078,676004,378200
694081,676004,362111
695006,676004,362080
695025,676004,350029
695029,676004,355094
695032,676004,183007
695051,676004,365174
696004,676004,355120
696005,676004,360036
696030,676004,347020
696031,676004,379076
697001,676004,460047
698003,707170,470002
703004,713008,360133
703005,715295,365374
707001,676004,360111
707011,713008,212002
707013,713008,216055
707021,713008,348009
707079,713008,378163
707104,730007,570009
707114,730007,424057
707132,730007,346012
707192,707170,157003
707206,707170,581002
707222,707170,354001
707226,730153,358055
707245,730153,501002
707264,730153,184028
707267,730153,572002
707289,730153,161021
707305,730153,352022
707306,730153,348011
707324,715295,578002
707327,715295,569005
707330,715295,297060
707347,715295,355207
707350,715295,362215
707352,715295,578005
707355,715295,157003
707377,715295,351004
707380,715295,183033
708037,713008,364393
708041,713008,460047
708047,713008,158005
708062,713008,350006
708081,713008,379076
708083,713008,364168
708106,730007,366005
708113,730007,360036
708135,730007,407029
708143,730007,407033
708152,730007,364168
708155,730007,364288
708171,707170,575004
708194,707170,569006
708199,707170,360065
708205,707170,365437
708211,707170,348008
708217,707170,166001
708236,730153,348009
708288,730153,384001
708301,730153,297011
708308,730153,158005
708322,715295,574004
708328,715295,347004
708330,715295,297011
708359,715295,348008
708363,715295,366006
708381,715295,366257
708383,715295,379076
708394,715295,360133
709012,713008,574004
709015,713008,362018
709037,713008,156011
709072,713008,365174
709082,713008,581002
709094,730007,141002
709115,730007,578002
709130,730007,366330
709142,730007,460047
709148,730007,350006
709151,730007,483005
709166,730007,569226
709183,707170,212002
709220,707170,364393
709243,730153,
709244,730153,341018
709253,730153,578002
709258,730153,347004
709261,730153,360128
709268,730153,418027
709284,730153,365082
709309,715295,141002
709312,715295,364179
709319,715295,381026
709364,715295,360171
710009,713008,666003
710022,713008,494001
710024,713008,360129
710029,713008,366005
710039,713008,497059
710041,713008,350007
710047,713008,424022
710066,713008,670055
710076,713008,366283
710082,713008,600044
711009,713008,297060
711027,713008,162020
711058,713008,581001
711065,713008,358058
711107,730007,355004
711128,730007,366257
711140,730007,358091
711177,730007,360133
711182,707170,366005
711188,707170,347002
711211,707170,351008
711214,707170,578007
711240,707170,362102
711243,707170,216055
711288,730153,494001
711300,730153,156014
711305,730153,166001
711344,715295,581002
711362,715295,457046
711370,715295,366050
712001,676004,494001
712035,713008,367096
712047,713008,364027
712082,713008,358001
712087,713008,570009
712122,730007,347002
712126,730007,161021
712130,730007,141009
712159,730007,366088
712163,730007,366283
712183,707170,367005
712190,707170,357001
712225,707170,365082
712253,730153,162020
